id,බ්ප්,mrp,sp,category
4.79E+12,පීඩියාපොු්,1400,1390,
4.79E+12,නන් කිරිපිටි,1200,1200,
4.79E+12,ඇන්කර් 1-5,1190,1180,
4.80E+12,ලැක්ටේජන්,1800,1800,
4.80E+12,ලැක්ටේජන්,1200,1200,
4.80E+12,ලැක්ටෝජන්,1800,1800,
4.80E+12,නෑන් කිරිපිටි,2000,2000,
9.56E+12,සිරිලැක්,950,950,
9.56E+12,සිරිලැක්,950,950,
8.89E+12,බිස්කට් ටින්,700,700,
8.89E+12,බිස්කට් ටින්,700,700,
4.79E+12,සෝස් කෑන්,2400,2400,
4.79E+12,සෝස් කෑන්,1400,1400,
4.79E+12,සෝස් කෑන්,990,990,
4.79E+12,ලව්ලි,1055,1055,
4.79E+12,වැස්ලින්,235,235,
4.79E+12,වැස්ලින්,235,235,
4.79E+12,වැස්ලින්,200,200,
4.79E+12,වැස්ලින්,975,975,
4.79E+12,වැස්ලින්,425,425,
4.79E+12,වැස්ලින්,960,960,
4.79E+12,කුමාරිකා,500,500,
4.79E+12,කුමාරිකා,315,315,
4.79E+12,කුමාරිකා,500,500,
4.79E+12,කුමාරිකා,300,300,
4.79E+12,ජෙල්,100,100,
4.79E+12,ලව්ලි,385,385,
980,පොරි,1200,1200,
998,පෙරබිල,100,100,
4.79E+12,ලව්ලි,220,220,
4.79E+12,ක්ලෝගාඩ් ,130,130,
4.79E+12,සුදන්ත ඩබල්,320,320,
4.79E+12,සුදන්ත ,250,250,
4.79E+12,සුපිරිවිකි,200,200,
4.79E+12,කැකුලු,180,180,
8.90E+12,සෙන්සොඩයින්,450,450,
4.79E+12,සිග්නල්,240,240,
4.79E+12,ආයුෂ් දත්බෙහෙත්,285,285,
4.79E+12,ක්ලෝසප්,410,410,
4.79E+12,ක්ලෝසප් ,125,125,
4.80E+12,පොන්ඩ්ස් පේස්වොෂ්,670,670,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,800,800,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,670,670,
8.90E+12,පොන්ඩ්ස්,365,365,
4.79E+12,පොන්ඩ්ස්,680,680,
4.79E+12,පොන්ඩ්ස් ,385,385,
4.79E+12,රෙක්සෝනා,470,470,
4.79E+12,රෙක්සෝනා,470,470,
4.79E+12,රෙක්සෝනා,850,850,
4.79E+12,රෙක්සෝනා,800,800,
4.79E+12,රෙක්සෝනා,850,850,
4.79E+12,ලව්ලි,585,585,
4.79E+12,ලව්ලි,685,685,
4.79E+12,වැස්ලින්,1165,1165,
4.79E+12,ඩැන්ඩෙක්ස්,340,340,
4.79E+12,ඩැන්ඩෙක්ස්,540,540,
4.79E+12,කුමාරිකා,120,120,
3.09E+12,බික්තල,250,250,
8.90E+12,බික්තල,100,100,
266,ඩේටා කාඩ්,118,115,
4.79E+12,කුමාරිකා,160,160,
4.79E+12,ඩැන්ඩෙක්ස්,150,150,
8.90E+12,චික්,99,99,
4.80E+12,කුමාරිකා පානය,150,150,
8.89E+12,චොක්ලට් පප්,250,250,
4.79E+12, මැගී ටිකිරි,90,90,
4.80E+12,හදුන්කූරු,20,20,
483,ස්ටේපර් කටු,50,40,
493,ගම් බෝතල්,100,100,
501,වාර්නිෂ්,20,20,
503,බුවුන් පේපර්,50,40,
505,කටර්,100,80,
506,කටර්,50,40,
507,ස්ටිකර්,50,40,
522,පයිල් කවර,40,30,
524,බිස්ටල් බෝඩ්,75,60,
526,හාප්ෂීට්,5,5,
528,කතුරු,50,50,
529,පැන්සල් පෙට්ටි,250,200,
530,කෑම පෙට්ටි,300,300,
758,මකන,50,40,
621,පැන්සල්,50,40,
310,සෙලෝටේප්,60,50,
910,මල්කොල,50,50,
4.79E+12,පෙනඩෝල් පැනි,400,400,
523,ඒ පෝ කොල,5,5,
905,බීම බට,50,40,
4.79E+12,කොකා කෝලා,499,490,
4.79E+12,ස්පුයිට්,499,490,
756,මාගරින්,500,400,
4.79E+12,රාවන් හෙනා,260,260,
987,වෙනත්,100,100,
556,පිනිදිය,50,50,
567,අජිනමොටෝ,600,500,
548,ලයිටර්,50,40,
4.79E+12,මකන,25,25,
4.79E+12,චොක්ලට්,120,120,
496,ටොයිලට් බුෂ්,180,160,
546,බාටා,500,500,
4.79E+12,චොක්ලට්,100,100,
440,ටියුලිප් බෑග්,20,20,
441,ටියුලිප් බෑග්,30,30,
801,කුරක්කන් පිට්,600,500,
499,සාම්බුානි,100,100,
288,සාම්බුානි,200,200,
752,දන්තාමුක්ත,50,40,
533,පස්පංගුව,100,90,
18,උර,50,50,
203,රතුහාල්,200,200,
204,රතුහාල්,200,200,
4.79E+12,ගම් බෝතල්,320,320,
4.79E+12,ගම් බෝතල්,185,185,
4.79E+12,ගම් බෝතල්,75,75,
4.79E+12,පාට පැන්සල්,520,520,
4.79E+12,පාට පෙට්ටි,375,375,
4.79E+12,ප්ලැටිග්නම්,260,260,
4.80E+12,ටූත්පික්,120,120,
8.91E+12,පොලිෂ්,360,360,
4.79E+12,අඩිරූල්,40,40,
4.80E+12,හදුන්කූරු,20,20,
4.79E+12,නෙස්ටමෝල්ට්,1120,1110,
8.89E+12,නයිස්,430,430,
4.79E+12,වේපස්,230,230,
4.79E+12,වේපස්,490,485,
4.79E+12,වේපස්,490,485,
4.79E+12,ස්මැක්,150,150,
4.79E+12,ස්මැක්,150,150,
4.79E+12,සුදන්ත බුෂ්,90,90,
4.79E+12,චන්දනාලේප,320,320,
4.80E+12,චන්දනාලේප,240,240,
8.89E+12,ටී කුන්ච්,220,220,
4.79E+12,සැමන්,600,450,
4.79E+12,සන්සිල්ක්,625,625,
4.79E+12,ඉවා,270,260,
4.80E+12,වීවා,730,720,
4.79E+12,නෙස්ටමෝල්ට,390,390,
8.89E+12,පෙබල්ස්,80,80,
4.79E+12,නික්නැක්,20,20,
4.79E+12,සිග්නල්,280,280,
4.79E+12,ලක්ස්,125,125,
4.79E+12,ලව්ලි,650,650,
4.79E+12,පෙයාස් පැක්,680,680,
4.79E+12,ක්ලෝසප්,410,370,
4.79E+12,පෙයාස් කොලොන්,575,575,
127,කජ‘,1800,1600,
223,පාමිතෙල්,1100,920,
986,කෝන්ප්ලවර්,900,650,
190,ලොලිපොප්,1000,830,
4.79E+12,වෙනිවැල් සබන්,120,120,
4.80E+12,චන්දනාලේප,220,220,
4.80E+12,චන්දනාලේප සබන්,250,250,
4.80E+12,චන්දනාලේප සබන්,220,220,
4.79E+12,ආයුෂ්,220,220,
8.89E+12,ටිපින්,190,190,
4.80E+12,ටූනා සැමන්,580,400,
4.79E+12,කේෂා,250,250,
4.79E+12,පෙයාස් පැක්,680,680,
4.79E+12,රෙක්සෝනා සබන්,110,110,
4.79E+12,රෙක්සෝනා සබන්,110,110,
4.79E+12,පෙයාස් සබන්,145,140,
4.79E+12,සිග්නල්,240,240,
4.80E+12,විම් පවුඩර්,400,400,
4.80E+12,විම් දියර,285,285,
4.80E+12,විම් දියර,500,500,
339,ඇස්ටුා,20,20,
19,සනෙල්,1000,800,
22,ලනු,20,20,
153,මාරි පෙට්ටි,660,660,
740,යිස්ට්,3000,2800,
4.79E+12,පොපිට්,20,20,
538,බල්බ්,500,500,
515,අයිස්  ,100,100,
129,කවුපි,800,760,
4.80E+12,පොඩි සැමන්,250,240,
4.79E+12,වොන්ඩලයිට්ි,170,170,
4.79E+12,පැනි බීම,100,100,
4.79E+12,පැනි බීම,100,100,
4.79E+12,වැස්ලින්,300,300,
4.79E+12,කොටන්බටන්,225,200,
8.89E+12,කැුකර්,480,470,
8.89E+12,හවායින්,240,240,
4.79E+12,පෙයාස්පැක්,680,680,
8.89E+12,චොක්ලට් මාරි,100,100,
4.79E+12,හදුන්කූරු,150,150,
4.80E+12,විනාකිරි,295,290,
4.79E+12,පැස්ටා,350,340,
4.80E+12,නූඩ්ල්ස්,420,420,
4.79E+12,හදුන්කූරු,150,150,
4.79E+12,වේපස්,490,480,
4.80E+12,සන්ලයිට් කුඩු,90,90,
4.80E+12,සර්පෙක්ෂල්,150,150,
4.79E+12,සිග්නල්,320,320,
4.79E+12,ඉවා,150,150,
4.80E+12,තුනපහ,190,190,
4.80E+12,කහ,135,135,
4.79E+12,කෝපි,80,80,
211,අරලිය නාඩු,220,220,
4.79E+12,කෝපි,50,50,
4.79E+12,පොපිට්,20,18,
4.79E+12,වයිට් චොක්ලට්,50,50,
4.79E+12,ටියාරා කේක්,420,420,
4.80E+12,සැමන්,510,480,
4.79E+12,හදුන්කුරු,200,200,
612,කෙලවල්ල,1600,1400,
4.80E+12,රින් කිලෝ,360,360,
4.79E+12,පෙයාස් පැක්,680,680,
4.80E+12,සැමන්,495,385,
4.80E+12,සැමන්,500,385,
4.79E+12,වේපස්,420,410,
4.79E+12,වේපස්,40,40,
8.89E+12,කුැකර්,150,135,
4.79E+12,බයෝක්ලීන්,410,400,
4.80E+12,අබා ෂැම්පු,260,260,
4.79E+12,සිග්නල්,360,340,
4.79E+12,කුිස්ටල් සබන්,120,120,
4.80E+12,විම් දියර,375,370,
4.80E+12,සන්ලයිට් දියර,550,550,
4.80E+12,සන්ලයිටි දියර,370,370,
4.80E+12,සන්ලයිට් දියර,550,550,
4.79E+12,ස්ටික්,40,40,
4.79E+12,ඩෙටෝල් පැක්,270,270,
4.79E+12,සෙප්ගාඩ් සබන්,100,100,
4.79E+12,පැනි බීම,100,100,
4.79E+12,පැනිබිම,100,100,
4.79E+12,පැනිබිම,100,100,
8.90E+12,පොන්ඩ්ස් කුිම්,365,365,
8.90E+12,පොන්ඩ්ස්,470,470,
4.79E+12,ආයුෂ් කිුම්,235,235,
4.79E+12,ආයුෂ් පේස්වොෂ්,450,450,
4.79E+12,ආයුෂ් පේස්වොෂ්,280,280,
4.79E+12,ආයුෂ් කිුම්,780,780,
4.79E+12,කුමාරිකා,600,600,
4.79E+12,කුමාරිකා,600,600,
4.79E+12,කුමාරිකා,600,600,
4.79E+12,කුමාරිකා,350,350,
4.79E+12,කුමාරිකා,350,350,
4.79E+12,කුමාරිකා,350,350,
4.79E+12,කුමාරිකා,150,150,
4.79E+12,කුමාරිකා,150,150,
4.71E+12,බෙලෝස් ෂැම්පු,390,390,
4.79E+12,පෙයාස් කුිම්,370,330,
4.79E+12,පිටිකල පොල්කිරි,2200,1190,
4.80E+12,සෙන්රා,260,260,
4.80E+12,සෙන්රා,130,130,
4.79E+12,හයිලන්ඩ් කිරි,1050,1040,
4.80E+12,සෙන්රා,600,550,
4.79E+12,සුප්කැට,25,24,
8.89E+12,ෂෝටිස්,300,300,
4.79E+12,පැස්ටා,440,440,
4.79E+12,අමිර්තා,150,150,
4.79E+12,මිසුමි සබන්,115,110,
8.89E+12,කුැකර්,330,325,
4.79E+12,බයෝක්ලීන්,410,410,
4.79E+12,නෙස්ටමෝල්ට්,780,770,
753,කෝන්ප්ලවර්,900,650,
760,සෙන්ට්,400,350,
4.80E+12,ඩෙල්මාලයිට්,100,95,
4.80E+12,බුෂ් පොඩි,160,160,
4.79E+12,ෂෙරමි පැක්,385,385,
4.80E+12,මස්කරි,130,130,
8.89E+12,ලයිට්මාරි ලොකු,220,215,
8.89E+12,ලයිට්මාරි,50,50,
4.79E+12,කොටගල තේ,60,60,
4.80E+12,සාම්බු්ානි,80,80,
8.72E+12,රසකහට තේ,90,90,
8.44E+12,සෙන්ට්,400,350,
4.79E+12,ලයිසෝල්,250,250,
8.89E+12,ටිකිරි මාරි,90,81,
8.89E+12,ටිකිරි මාරි,330,325,
4.80E+12,සන්ලයිට් කුඩු,380,370,
4.79E+12,ඇන්කර්,1050,1040,
4.79E+12,රත්ති,2620,2600,
8.89E+12,ලෙමන් පප්,250,250,
8.89E+12,චො පප්,250,250,
8.89E+12,චො කුිම්,130,117,
4.80E+12,පැලවත්ත කිරි,540,535,
8.91E+12,කම්පර්ට්,300,300,
4.79E+12,වැස්ලින්,470,470,
8.89E+12,හවායින් පොඩි,130,130,
4.79E+12,ආයුෂ් දත්බෙහෙත්,220,220,
4.79E+12,මිට් බෝල්ස්,650,650,
4.79E+12,ගෝයා සබන්,90,90,
4.79E+12,ගෝයා සබන්,90,90,
4.79E+12,රෙක්සෝනා සබන්,110,110,
8.89E+12,චොක්ලට් පප් පොඩි,130,130,
8.89E+12,ලෙමන් පප් පොඩි,130,130,
5.06E+12,ලාඕජී,275,275,
5.06E+12,ලාඕජී 200,580,580,
4.79E+12,කහට රහට,400,400,
8.89E+12,ක්රන්චි බිස්කට්,100,100,
8.89E+12,නයිස් 400,430,430,
4.79E+12,චො  බිස්කට් ලොකු,410,410,
8.89E+12,කැකර්,230,230,
8.89E+12,කැකර්,200,200,
4.80E+12,සැමන්,560,560,
4.79E+12,සැමන්,380,380,
4.79E+12,ඩෙටෝල් පැක්,270,270,
4.79E+12,ආයුෂ් සබන්,125,120,
4.79E+12,ආයුෂ් සබන්,125,120,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,රත්මල් පැක්,390,390,
4.79E+12,පෙයාස් පැක්,680,680,
4.79E+12,පෙයාස් ඩබල්,200,200,
4.79E+12,ලක්ස් ඩබල්,200,200,
4.79E+12,සිග්නල්,240,240,
4.79E+12,පෙයාස් කුිම්,370,330,
4.79E+12,පෙයාස් කුිම්,180,180,
4.79E+12,පෙයාස් කොලොන්,360,360,
4.79E+12,පෙයාස් කොලොන්,575,575,
4.79E+12,පෙයාස් ඹයිල්,365,365,
4.79E+12,වැස්ලින්,960,960,
4.79E+12,වැස්ලින්,960,960,
4.79E+12,වැස්ලින්,960,960,
4.79E+12,වැස්ලින්,1165,1165,
4.79E+12,ආයුෂ් පේස්වොෂ්,280,280,
4.79E+12,ආයුෂ් පේස්වොෂ්,280,280,
4.79E+12,ආයුෂ් ,235,235,
4.79E+12,ලව්ලි,600,600,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,240,240,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,470,470,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,240,240,
4.79E+12,පොන්ඩ්ස් පේස්වොෂ්,470,470,
4.79E+12,ල ෂැම්පු,340,340,
4.79E+12,ල ෂැම්පු,340,340,
4.80E+12,ස කුඩු,380,380,
4.79E+12,වොන්ඩලයට්,170,170,
4.79E+12,සනි සබන් කුඩු,20,20,
8.89E+12,කුැකර්,90,90,
4.79E+12,චොක්ලට කීම්,240,240,
4.79E+12,වේපස්,100,100,
4.79E+12,ලයිසොල්,500,500,
4.79E+12,බිම කුඩු,45,45,
4.80E+12,විම් පැක්,280,280,
4.79E+12,ජෙලි,350,350,
4.79E+12,රානි පැක්,575,575,
4.79E+12,කොහොබ පැක්,575,575,
4.80E+12,සෝස්,360,300,
4.79E+12,බිම කුඩු,225,220,
4.79E+12,මැලිබන් කිරි,1100,1090,
4.80E+12,සෝස්,190,190,
4.79E+12,ල ෂැම්පු,130,130,
6.94E+12,සැමන්,725,495,
4.80E+12,සැමන්,560,450,
4.79E+12,සැමන් පොඩි,270,240,
4.80E+12,ස කුඩු,320,310,
4.80E+12,විනාකිරි පොඩි,210,200,
5.06E+12,ලාඹිජි,150,150,
5.06E+12,රස කහට,100,100,
4.80E+12,සෝස්,20,20,
4.80E+12,විවා ,730,720,
4.79E+12,ස්ටාර්,150,125,
4.79E+12,බිම කුඩු,585,575,
4.79E+12,ඩෙන්ටා බුෂ්,130,130,
985,කොත්තු,360,360,
4.80E+12,ක්ලෝරෙක්ස්,110,110,
4.80E+12,සැමන්,560,450,
4.79E+12,සැමන් පොඩි,270,240,
4.80E+12,ස කුඩු,320,310,
4.80E+12,විනාකිරි පොඩි,210,200,
5.06E+12,ලාඹිජි,150,150,
5.06E+12,රස කහට,100,100,
4.80E+12,සෝස්,20,20,
4.80E+12,විවා ,730,720,
4.79E+12,ස්ටාර්,150,125,
4.79E+12,බිම කුඩු,585,575,
4.79E+12,ඩෙන්ටා බුෂ්,130,130,
985,කොත්තු,360,360,
4.80E+12,ක්ලෝරෙක්ස්,110,110,
4.79E+12,නෙස්ටමෝල්ට් 600,1120,110,
4.79E+12,නෙස්ටමෝල්ට් 400,780,775,
4.80E+12,ලයිම්ස්,550,550,
4.79E+12,ලයිම්ස්,170,170,
4.80E+12,සැමන්,1250,1250,
4.79E+12,සැමන්,560,530,
4.79E+12,තේ කුඩු,100,100,
4.79E+12,කහට රහට,100,100,
4.79E+12,සිග්නල්,280,280,
4.79E+12,සිග්නල්,340,340,
4.79E+12,සිග්නල් ,125,125,
4.79E+12,ගෝයා,90,90,
4.79E+12,ලක්ස්,125,120,
4.79E+12,ලක්ස් ,125,125,
4.79E+12,ලක්ස් ,125,125,
4.79E+12,ලක්ස් ,125,125,
4.79E+12,බිස්කට් පොඩි,50,50,
4.80E+12,ඩෙල්මලයිට් ඩබල්,170,170,
4.79E+12,ලයිප්බෝයි,110,110,
4.79E+12,ලයිප්බෝයි,110,110,
4.79E+12,ලයිප්බෝයි,105,100,
4.79E+12,ආයුෂ් දත්බෙහෙත්,285,285,
4.79E+12,චීස් පෙට්ටි,560,560,
4.79E+12,කිරි තේ,65,63,
8.90E+12,හිට් ,160,160,
4.80E+12,විම් දියර,150,150,
4.79E+12,බිස්කට් පැකට්,50,50,
4.80E+12,රින්,170,170,
4.80E+12,විවා,740,700,
4.79E+12,පෙයාස් පැක්,540,540,
4.79E+12,පෙයාස් පැක්,540,540,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,බිස්කට් පැකට්,50,50,
4.79E+12,ටිකිරි නුඩ්ල්ස්,75,75,
8.89E+12,කැකර්,350,330,
4.79E+12,ගෝයා,90,85,
4.79E+12,පෙයාස් සබන්,145,140,
4.79E+12,කොහොබ බේබි,130,125,
4.79E+12,ඩෙටෝල් සබන්,115,115,
4.79E+12,වොන්ඩලයිට් ඩබල්,200,200,
4.79E+12,කොටන්බට්,200,200,
4.80E+12,කැලින් සබන්,125,120,
4.79E+12,කුිස්ටල් සබන්,110,110,
4.79E+12,මාලු සෝස්,370,370,
4.79E+12,සෝයා සෝස්,180,180,
4.79E+12,මයොනිස්,400,400,
4.79E+12,බේකින් පවුඩරි,380,380,
4.79E+12,මිල්ක්මේඩ්,890,890,
4.79E+12,ජැම්,350,350,
4.79E+12,අබ කුිම්,380,380,
4.79E+12,චට්නි,390,390,
4.79E+12,බේකින් පවුඩරි,200,200,
4.79E+12,මයිලො,100,90,
4.79E+12,නෙස්කපේ,70,70,
4.80E+12,සන්ලයිටි කුඩු,320,320,
4.79E+12,රින්,300,290,
4.80E+12,සර්පෙක්සල්,100,100,
8.91E+12,කම්පර්ට්,300,300,
8.91E+12,කම්පර්ට්,1160,1150,
8.91E+12,කම්පර්ට්,1160,1150,
4.80E+12,සන්ලයිට් දියර,445,440,
4.79E+12,ටිපිටිප්,80,80,
4.79E+12,අනියන් බිස්කට්,50,50,
8.44E+12,සෙන්ට්,450,350,
8.44E+12,සෙන්ට්,450,350,
8.44E+12,සෙන්ට්,450,350,
4.79E+12,මයිලෝ,50,50,
4.80E+12,සබන් කුඩු,180,180,
4.79E+12,නෙස්පේ,60,60,
4.79E+12,නෙස්ටමෝල්ට්,60,57.5,
4.79E+12,බිම කුඩු,120,120,
4.79E+12,බිස්කට්,50,50,
4.79E+12,සෝයා,180,175,
4.79E+12,පිනට්,60,60,
4.80E+12,පොලිෂ්,350,340,
4.79E+12,උනො,20,30,
439,3 ෂොපින්,800,420,
267,ඩේටා කාඩ්,159,155,
757,මෙගා බිඩි,5200,3300,
278,ගිනිපෙට්ටි පැකට්,240,190,
